PDS_acc	target_acc	biosample_acc	gencoll_acc
PDS000010406.22	PDT001257125.1	SAMN25330415	GCA_022423385.1
PDS000010406.22	PDT001257126.1	SAMN25330414	GCA_022423405.1
PDS000010406.22	PDT001257127.1	SAMN25330416	GCA_022423425.1
PDS000010406.22	PDT001257128.1	SAMN25330411	GCA_022423445.1
PDS000010406.22	PDT001257129.1	SAMN25330412	GCA_022423465.1
PDS000010406.22	PDT001257130.1	SAMN25330410	GCA_022423475.1
PDS000010406.22	PDT001257135.1	SAMN25330409	GCA_022424205.1
PDS000010406.22	PDT001257136.1	SAMN25330413	GCA_022424225.1
PDS000010406.22	PDT001257137.1	SAMN25330407	GCA_022424245.1
PDS000010406.22	PDT001257138.1	SAMN25330408	GCA_022424265.1
PDS000010406.22	PDT001257139.1	SAMN25330406	GCA_022424285.1
PDS000010406.22	PDT001257140.1	SAMN25330404	GCA_022424305.1
PDS000010406.22	PDT001257141.1	SAMN25330402	GCA_022424325.1
PDS000010406.22	PDT001257142.1	SAMN25330403	GCA_022424345.1
PDS000010406.22	PDT001257143.1	SAMN25330401	GCA_022424365.1
PDS000010406.22	PDT001257144.1	SAMN25330400	GCA_022424385.1
PDS000010406.22	PDT001257145.1	SAMN25330405	GCA_022424395.1
PDS000010406.22	PDT001257146.1	SAMN25330398	GCA_022424425.1
PDS000010406.22	PDT001257147.1	SAMN25330399	GCA_022424445.1
PDS000010406.22	PDT001257148.1	SAMN25330397	GCA_022424465.1
PDS000010406.22	PDT001257149.1	SAMN25330396	GCA_022424485.1
PDS000010406.22	PDT001257150.1	SAMN25330395	GCA_022424505.1
PDS000010406.22	PDT001257151.1	SAMN25330394	GCA_022424515.1
PDS000010406.22	PDT001257152.1	SAMN25330393	GCA_022424545.1
PDS000010406.22	PDT001257153.1	SAMN25330392	GCA_022424565.1
PDS000010406.22	PDT001257154.1	SAMN25330390	GCA_022424585.1
PDS000010406.22	PDT001257155.1	SAMN25330389	GCA_022424605.1
PDS000010406.22	PDT001257156.1	SAMN25330388	GCA_022424625.1
PDS000010406.22	PDT001257157.1	SAMN25330391	GCA_022424615.1
PDS000010406.22	PDT001257158.1	SAMN25330387	GCA_022424675.1
PDS000010406.22	PDT001338505.1	SAMN29127182	GCA_023844285.1
PDS000010406.22	PDT001378273.1	SAMN29939566	GCA_024507955.1
PDS000063721.19	PDT000018453.2	SAMN02360729	GCA_000480825.1
PDS000063721.19	PDT000070522.1	SAMN03197304	GCA_001061585.1
PDS000063721.19	PDT000173039.1	SAMEA2357534	GCA_900146665.1
PDS000063721.19	PDT000173125.1	SAMEA2357620	GCA_900147415.1
PDS000063721.19	PDT000173126.1	SAMEA2357621	GCA_900147425.1
PDS000063721.19	PDT000173127.1	SAMEA2357622	GCA_900147435.1
PDS000063721.19	PDT000392044.1	SAMN09477977	GCA_003632315.1
PDS000063721.19	PDT000411887.1	SAMN07423872	GCA_003841305.1
PDS000063721.19	PDT000594249.1	SAMN12784948	GCA_008693305.1
PDS000063721.19	PDT000720888.1	SAMEA104148505	NULL
PDS000063721.19	PDT000720892.1	SAMEA104148504	NULL
PDS000063721.19	PDT000751114.1	SAMN14970743	GCA_013178495.1
PDS000063721.19	PDT000754004.1	SAMEA2154058	GCA_021692475.1
PDS000063721.19	PDT000754047.1	SAMEA2143193	GCA_021689835.1
PDS000063721.19	PDT000754048.1	SAMEA2148944	GCA_021689775.1
PDS000063721.19	PDT000754087.1	SAMEA2156078	GCA_021688055.1
PDS000063721.19	PDT000754095.1	SAMEA2155725	GCA_021687915.1
PDS000063721.19	PDT000754120.1	SAMEA2155633	GCA_021687135.1
PDS000063721.19	PDT000754144.1	SAMEA2158792	GCA_021686415.1
PDS000063721.19	PDT000759701.1	SAMEA104069623	NULL
PDS000063721.19	PDT000768106.1	SAMN07661494	GCA_021678975.1
PDS000063721.19	PDT000771347.1	SAMEA5048236	NULL
PDS000063721.19	PDT000801667.1	SAMN15595419	GCA_013913545.1
PDS000063721.19	PDT000801673.1	SAMN15595433	GCA_014040885.1
PDS000063721.19	PDT000821566.1	SAMN15907110	GCA_021669255.1
PDS000063721.19	PDT000866066.1	SAMN15598689	GCA_021669175.1
PDS000063721.19	PDT001207478.1	SAMN24249477	NULL
PDS000063721.19	PDT001210089.1	SAMN17024894	GCA_021600885.1
PDS000063721.19	PDT001210122.1	SAMN17024989	GCA_021598905.1
PDS000063721.19	PDT001210136.1	SAMN17025020	GCA_021598665.1
PDS000063721.19	PDT001210186.1	SAMN17024953	GCA_021597545.1
PDS000063721.19	PDT001210187.1	SAMN17024952	GCA_021597505.1
PDS000063721.19	PDT001210200.1	SAMN17024940	GCA_021597265.1
PDS000063721.19	PDT001210259.1	SAMN17024977	GCA_021595945.1
PDS000063721.19	PDT001210262.1	SAMN17024974	GCA_021595925.1
PDS000063721.19	PDT001210265.1	SAMN17024971	GCA_021595865.1
PDS000063721.19	PDT001210269.1	SAMN17024968	GCA_021595755.1
PDS000063721.19	PDT001210273.1	SAMN17024964	GCA_021595685.1
PDS000063721.19	PDT001210281.1	SAMN17024934	GCA_021595385.1
PDS000063721.19	PDT001210288.1	SAMN17024928	GCA_021595265.1
PDS000063721.19	PDT001226089.1	SAMN24538720	NULL
PDS000063721.19	PDT001343920.1	SAMN27565805	GCA_023957585.1
PDS000063721.19	PDT001343963.1	SAMN27565590	GCA_023953295.1
PDS000063721.19	PDT001344084.1	SAMN27565514	GCA_023950375.1
PDS000063721.19	PDT001345870.1	SAMN24018199	GCA_023938665.1
PDS000063721.19	PDT001345873.1	SAMN24018691	GCA_023923925.1
PDS000063721.19	PDT001345889.1	SAMN24018654	GCA_023923905.1
PDS000063721.19	PDT001345937.1	SAMN24018676	GCA_023923505.1
PDS000063721.19	PDT001345965.1	SAMN24018629	GCA_023922925.1
PDS000063721.19	PDT001346008.1	SAMN24018569	GCA_023921845.1
PDS000063721.19	PDT001346063.1	SAMN24018519	GCA_023922525.1
PDS000063721.19	PDT001346096.1	SAMN24018468	GCA_023922265.1
PDS000063721.19	PDT001346105.1	SAMN24018438	GCA_023924485.1
PDS000063721.19	PDT001346203.1	SAMN24018458	GCA_023919825.1
PDS000063721.19	PDT001346235.1	SAMN24018386	GCA_023943455.1
PDS000063721.19	PDT001346260.1	SAMN24018211	GCA_024176225.1
PDS000063721.19	PDT001346261.1	SAMN24018363	GCA_023937745.1
PDS000063721.19	PDT001346280.1	SAMN24018345	GCA_023918985.1
PDS000063721.19	PDT001346320.1	SAMN24018720	GCA_023937585.1
PDS000063721.19	PDT001346347.1	SAMN24018306	GCA_023922185.1
PDS000063721.19	PDT001346351.1	SAMN24018303	GCA_023918105.1
PDS000063721.19	PDT001346356.1	SAMN24018298	GCA_023935045.1
PDS000063721.19	PDT001346360.1	SAMN24018294	GCA_023944315.1
PDS000063721.19	PDT001346364.1	SAMN24018293	GCA_023918605.1
PDS000063721.19	PDT001346646.1	SAMN11110423	NULL
PDS000063721.19	PDT001346662.1	SAMN11110727	GCA_023915985.1
PDS000063721.19	PDT001348562.1	SAMEA5205671	NULL
PDS000063721.19	PDT001349653.1	SAMN26853033	GCA_023928385.1
PDS000063721.19	PDT001349654.1	SAMN26853032	GCA_023928395.1
PDS000063721.19	PDT001349676.1	SAMN26852994	GCA_023928865.1
PDS000063721.19	PDT001349677.1	SAMN26852995	GCA_023928875.1
PDS000063721.19	PDT001349678.1	SAMN26852993	GCA_023928905.1
PDS000063721.19	PDT001349679.1	SAMN26852992	GCA_023928925.1
PDS000063721.19	PDT001349683.1	SAMN26852988	GCA_023929005.1
PDS000063721.19	PDT001349701.1	SAMN26852949	GCA_023929365.1
PDS000063721.19	PDT001349763.1	SAMN26852991	GCA_023933285.1
PDS000063721.19	PDT001371369.1	SAMEA12339090	GCA_024542315.1
PDS000063721.19	PDT001388386.1	SAMEA7296375	GCA_025002845.1
PDS000063721.19	PDT001611657.1	SAMN32164198	GCA_028567555.1
PDS000063721.19	PDT001615195.1	SAMN19313516	GCA_028607265.1
PDS000063721.19	PDT001668200.1	SAMN12369819	GCA_029400335.1
PDS000063721.19	PDT001668259.1	SAMN12369733	GCA_029397915.1
PDS000063721.19	PDT001668267.1	SAMN12369739	GCA_029397775.1
PDS000063721.19	PDT001668275.1	SAMN12369762	GCA_029397675.1
PDS000063721.19	PDT001668287.1	SAMN12369840	GCA_029397555.1
PDS000063721.19	PDT001668312.1	SAMN12369776	GCA_029397295.1
PDS000063721.19	PDT001677653.1	SAMEA7184445	NULL
PDS000063721.19	PDT001677661.1	SAMEA7184476	NULL
PDS000063721.19	PDT001677662.1	SAMEA7184478	NULL
PDS000063721.19	PDT001677663.1	SAMEA7184485	NULL
PDS000063721.19	PDT001677664.1	SAMEA7184486	NULL
PDS000063721.19	PDT001677665.1	SAMEA7184493	NULL
PDS000063721.19	PDT001677666.1	SAMEA7184494	NULL
PDS000063721.19	PDT001677667.1	SAMEA7184501	NULL
PDS000063721.19	PDT001677668.1	SAMEA7184507	NULL
PDS000063721.19	PDT001677669.1	SAMEA7184514	NULL
PDS000063721.19	PDT001737499.1	SAMEA112946016	GCA_950097855.1
PDS000063721.19	PDT001737501.1	SAMEA112946015	GCA_950097635.1
PDS000063721.19	PDT001737534.1	SAMEA112946018	GCA_950098625.1
PDS000063721.19	PDT001737562.1	SAMEA112946017	GCA_950099535.1
PDS000063721.19	PDT001737568.1	SAMEA112946027	GCA_950099655.1
PDS000063721.19	PDT001737615.1	SAMEA112946010	GCA_950100585.1
PDS000063721.19	PDT001737618.1	SAMEA112946011	GCA_950100625.1
PDS000063721.19	PDT001737622.1	SAMEA112946012	GCA_950100685.1
PDS000063721.19	PDT001737645.1	SAMEA112946028	GCA_950100965.1
PDS000063721.19	PDT001737651.1	SAMEA112946014	GCA_950101235.1
PDS000063721.19	PDT001737654.1	SAMEA112946007	GCA_950101375.1
PDS000063721.19	PDT001737665.1	SAMEA112946008	GCA_950101645.1
PDS000063721.19	PDT001737667.1	SAMEA112946009	GCA_950101635.1
PDS000054886.37	PDT000407964.1	SAMN10297840	GCA_003725635.1
PDS000054886.37	PDT000629248.2	SAMN12307670	GCA_009664165.1
PDS000054886.37	PDT000652637.1	SAMN13562792	GCA_009791355.1
PDS000054886.37	PDT000725230.1	SAMN14669260	GCA_021706035.1
PDS000054886.37	PDT000725282.1	SAMN14669212	GCA_021705975.1
PDS000054886.37	PDT000725285.1	SAMN14669210	GCA_021705955.1
PDS000054886.37	PDT000759610.1	SAMN14986373	GCA_013255565.1
PDS000054886.37	PDT000868670.1	SAMN16552487	GCA_021667035.1
PDS000054886.37	PDT000868681.1	SAMN16552486	GCA_021666995.1
PDS000054886.37	PDT000884310.1	SAMEA6155907	NULL
PDS000054886.37	PDT000884545.1	SAMEA6155896	NULL
PDS000054886.37	PDT000884549.1	SAMEA6155898	NULL
PDS000054886.37	PDT000884553.1	SAMEA6155904	NULL
PDS000054886.37	PDT000884554.1	SAMEA6155908	NULL
PDS000054886.37	PDT000884563.1	SAMEA6155921	NULL
PDS000054886.37	PDT000887357.1	SAMEA6627076	NULL
PDS000054886.37	PDT000887797.1	SAMEA6627080	NULL
PDS000054886.37	PDT000898106.1	SAMN16895786	GCA_021666695.1
PDS000054886.37	PDT000947588.1	SAMN17767344	GCA_021665375.1
PDS000054886.37	PDT001047848.1	SAMN19136540	GCA_018448985.1
PDS000054886.37	PDT001118315.1	SAMN14996482	GCA_019781145.1
PDS000054886.37	PDT001118316.1	SAMN14996481	GCA_019781155.1
PDS000054886.37	PDT001191134.1	SAMEA7391802	NULL
PDS000054886.37	PDT001191502.1	SAMEA7391769	NULL
PDS000054886.37	PDT001191545.2	SAMEA7391785	NULL
PDS000054886.37	PDT001192507.1	SAMEA9651938	NULL
PDS000054886.37	PDT001194248.1	SAMEA9845179	NULL
PDS000054886.37	PDT001194612.1	SAMEA9845180	NULL
PDS000054886.37	PDT001194613.1	SAMEA9845181	NULL
PDS000054886.37	PDT001194615.1	SAMEA9845194	NULL
PDS000054886.37	PDT001194616.1	SAMEA9845193	NULL
PDS000054886.37	PDT001194618.1	SAMEA9845200	NULL
PDS000054886.37	PDT001194636.1	SAMEA9845199	NULL
PDS000054886.37	PDT001306762.1	SAMN28207927	GCA_023360775.1
PDS000054886.37	PDT001339873.1	SAMD00244736	GCA_023995335.1
PDS000054886.37	PDT001342249.1	SAMN20514470	GCA_023904615.1
PDS000054886.37	PDT001348689.1	SAMN10352895	GCA_024072675.1
PDS000054886.37	PDT001469331.1	SAMN31309206	GCA_025891215.1
PDS000054886.37	PDT001537711.1	SAMN32314796	GCA_027102255.1
PDS000054886.37	PDT001538048.1	SAMN31807521	GCA_027131535.1
PDS000054886.37	PDT001538060.1	SAMN31807510	GCA_027131475.1
PDS000054886.37	PDT001538065.1	SAMN31807506	GCA_027132365.1
PDS000054886.37	PDT001538075.1	SAMN31807497	GCA_027130495.1
PDS000054886.37	PDT001544224.1	SAMN32372892	GCA_028056415.1
PDS000054886.37	PDT001551533.1	SAMEA112251230	GCA_027908815.1
PDS000054886.37	PDT001551535.1	SAMEA112251232	GCA_027908735.1
PDS000054886.37	PDT001580255.1	SAMN32638571	GCA_027891115.1
PDS000054886.37	PDT001598360.1	SAMN32979105	GCA_028366315.1
PDS000054886.37	PDT001608746.1	SAMEA112344684	GCA_949077895.1
PDS000054886.37	PDT001608753.1	SAMEA112344748	GCA_949073165.1
PDS000054886.37	PDT001608759.1	SAMEA112344741	GCA_949077905.1
PDS000054886.37	PDT001608762.1	SAMEA112344725	GCA_949079095.1
PDS000054886.37	PDT001608763.1	SAMEA112344676	GCA_949077525.1
PDS000054886.37	PDT001608764.1	SAMEA112344733	GCA_949070115.1
PDS000054886.37	PDT001608769.1	SAMEA112344677	GCA_949075855.1
PDS000054886.37	PDT001608776.1	SAMEA112344727	GCA_949079065.1
PDS000054886.37	PDT001608777.1	SAMEA112344638	GCA_949074655.1
PDS000054886.37	PDT001608787.1	SAMEA112344666	GCA_949077495.1
PDS000054886.37	PDT001608788.1	SAMEA112344705	GCA_949060405.1
PDS000054886.37	PDT001608791.1	SAMEA112344633	GCA_949073465.1
PDS000054886.37	PDT001608793.1	SAMEA112344712	GCA_949075165.1
PDS000054886.37	PDT001608794.1	SAMEA112344738	GCA_949073605.1
PDS000054886.37	PDT001608799.1	SAMEA112344672	GCA_949077565.1
PDS000054886.37	PDT001608805.1	SAMEA112344746	GCA_949073275.1
PDS000054886.37	PDT001608806.1	SAMEA112344646	GCA_949077325.1
PDS000054886.37	PDT001608808.1	SAMEA112344729	GCA_949078765.1
PDS000054886.37	PDT001608813.1	SAMEA112344751	GCA_949073135.1
PDS000054886.37	PDT001608815.1	SAMEA112344750	GCA_949077335.1
PDS000054886.37	PDT001608825.1	SAMEA112344707	GCA_949074765.1
PDS000054886.37	PDT001608827.1	SAMEA112344731	GCA_949077655.1
PDS000054886.37	PDT001608831.1	SAMEA112344708	GCA_949073725.1
PDS000054886.37	PDT001608835.1	SAMEA112344713	GCA_949079045.1
PDS000054886.37	PDT001608836.1	SAMEA112344662	GCA_949070315.1
PDS000054886.37	PDT001608840.1	SAMEA112344655	GCA_949077425.1
PDS000054886.37	PDT001608841.1	SAMEA112344685	GCA_949062205.1
PDS000054886.37	PDT001608849.1	SAMEA112344692	GCA_949077505.1
PDS000054886.37	PDT001608850.1	SAMEA112344721	GCA_949079075.1
PDS000054886.37	PDT001608851.1	SAMEA112344716	GCA_949072375.1
PDS000054886.37	PDT001608853.1	SAMEA112344711	GCA_949079115.1
PDS000054886.37	PDT001608854.1	SAMEA112344653	GCA_949077475.1
PDS000054886.37	PDT001608858.1	SAMEA112344688	GCA_949072905.1
PDS000054886.37	PDT001609362.1	SAMN33190960	GCA_028547095.1
PDS000054886.37	PDT001609431.1	SAMN33190945	GCA_028546455.1
PDS000054886.37	PDT001609453.1	SAMN33190827	GCA_028545655.1
PDS000054886.37	PDT001612775.1	SAMN32292844	GCA_028595405.1
PDS000054886.37	PDT001612777.1	SAMN32292840	GCA_028595445.1
PDS000054886.37	PDT001612783.1	SAMN32292841	GCA_028595535.1
PDS000054886.37	PDT001612784.1	SAMN32292835	GCA_028595585.1
PDS000054886.37	PDT001612790.1	SAMN32292829	GCA_028595705.1
PDS000054886.37	PDT001612794.1	SAMN32292823	GCA_028595795.1
PDS000054886.37	PDT001612801.1	SAMN32292820	GCA_028595895.1
PDS000054886.37	PDT001663119.1	SAMN33709315	GCA_029223505.1
PDS000054886.37	PDT001668756.1	SAMN33900498	NULL
PDS000054886.37	PDT001668758.1	SAMN33900497	NULL
PDS000054886.37	PDT001684336.1	SAMN33993894	GCA_029623785.1
PDS000054886.37	PDT001689507.1	SAMN34174923	GCA_029735775.1
PDS000054886.37	PDT001694475.1	SAMN34251282	NULL
PDS000054886.37	PDT001727943.1	SAMN35009973	NULL
PDS000054886.37	PDT001734574.1	SAMN35085363	NULL
PDS000054886.37	PDT001737671.1	SAMN34372910	GCA_030024445.1
PDS000054886.37	PDT001737672.1	SAMN34372909	GCA_030024525.1
PDS000054886.37	PDT001737673.1	SAMN34372908	GCA_030024655.1
PDS000054886.37	PDT001737675.1	SAMN34372906	GCA_030024705.1
PDS000054886.37	PDT001737677.1	SAMN34372905	GCA_030024955.1
PDS000047940.26	PDT000045100.1	SAMN03105627	GCA_000789535.1
PDS000047940.26	PDT000045406.1	SAMN03105427	GCA_000795665.1
PDS000047940.26	PDT000167140.1	SAMN04014949	GCA_001875215.1
PDS000047940.26	PDT000175360.2	SAMN04901638	NULL
PDS000047940.26	PDT000175362.2	SAMN04901633	NULL
PDS000047940.26	PDT000175364.2	SAMN04901639	NULL
PDS000047940.26	PDT000193837.1	SAMN06562970	GCA_002029925.1
PDS000047940.26	PDT000243973.1	SAMN07659296	GCA_002351435.1
PDS000047940.26	PDT000243974.1	SAMN07659122	GCA_002351425.1
PDS000047940.26	PDT000292996.1	SAMN04901620	GCA_002968695.1
PDS000047940.26	PDT000311289.1	SAMN07291537	GCA_003073615.1
PDS000047940.26	PDT000331118.1	SAMN04014951	GCA_003204335.1
PDS000047940.26	PDT000348220.1	SAMEA3930549	GCA_900455365.1
PDS000047940.26	PDT000366736.2	SAMN09831400	GCA_003410505.2
PDS000047940.26	PDT000380983.1	SAMN04014952	GCA_003571805.1
PDS000047940.26	PDT000540610.1	SAMN10619193	NULL
PDS000047940.26	PDT000540611.1	SAMN10619192	NULL
PDS000047940.26	PDT000540612.1	SAMN10619191	NULL
PDS000047940.26	PDT000540613.1	SAMN10619190	NULL
PDS000047940.26	PDT000540614.1	SAMN10619197	NULL
PDS000047940.26	PDT000540615.1	SAMN10619196	NULL
PDS000047940.26	PDT000540616.1	SAMN10619195	NULL
PDS000047940.26	PDT000540617.1	SAMN10619194	NULL
PDS000047940.26	PDT000540618.1	SAMN10619172	NULL
PDS000047940.26	PDT000540619.1	SAMN10619173	NULL
PDS000047940.26	PDT000540620.1	SAMN10619170	NULL
PDS000047940.26	PDT000540623.1	SAMN10619177	NULL
PDS000047940.26	PDT000540624.1	SAMN10619174	NULL
PDS000047940.26	PDT000540627.1	SAMN10619179	NULL
PDS000047940.26	PDT000540628.1	SAMN10619182	NULL
PDS000047940.26	PDT000540629.1	SAMN10619183	NULL
PDS000047940.26	PDT000540630.1	SAMN10619180	NULL
PDS000047940.26	PDT000540631.1	SAMN10619181	NULL
PDS000047940.26	PDT000540632.1	SAMN10619186	NULL
PDS000047940.26	PDT000540633.1	SAMN10619187	NULL
PDS000047940.26	PDT000540634.1	SAMN10619184	NULL
PDS000047940.26	PDT000540635.1	SAMN10619185	NULL
PDS000047940.26	PDT000540636.1	SAMN10619188	NULL
PDS000047940.26	PDT000540637.1	SAMN10619189	NULL
PDS000047940.26	PDT000762191.1	SAMN15010103	GCA_013284915.1
PDS000047940.26	PDT000762192.1	SAMN15010102	GCA_013284945.1
PDS000047940.26	PDT000768308.1	SAMEA5384751	GCA_021678095.1
PDS000047940.26	PDT001172803.1	SAMN23011649	GCA_021642225.1
PDS000047940.26	PDT001210780.1	SAMEA7087598	NULL
PDS000047940.26	PDT001221229.1	SAMN24849564	GCA_021590945.1
PDS000047940.26	PDT001232624.1	SAMN25334095	GCA_021716455.1
PDS000047940.26	PDT001253300.1	SAMN26087026	GCA_022376565.1
PDS000047940.26	PDT001253301.1	SAMN26087025	GCA_022376375.1
PDS000047940.26	PDT001253302.1	SAMN26087024	GCA_022376415.1
PDS000047940.26	PDT001256491.1	SAMN23719922	GCA_022406615.1
PDS000047940.26	PDT001276688.1	SAMN27024975	GCA_022966655.1
PDS000047940.26	PDT001276692.1	SAMN27024971	GCA_022943265.1
PDS000047940.26	PDT001276694.1	SAMN27024969	GCA_022966795.1
PDS000047940.26	PDT001276697.1	SAMN27024966	GCA_022943405.1
PDS000047940.26	PDT001292691.1	SAMN27549467	GCA_023060935.1
PDS000047940.26	PDT001318035.1	SAMN27549436	GCA_023572465.1
PDS000047940.26	PDT001318037.1	SAMN27549425	GCA_023572525.1
PDS000047940.26	PDT001342248.1	SAMN20514471	GCA_023993475.1
PDS000047940.26	PDT001406412.1	SAMN30313569	GCA_024833065.1
PDS000047940.26	PDT001406434.1	SAMN30313627	GCA_024832925.1
PDS000047940.26	PDT001436913.1	SAMN28578947	GCA_025459465.1
PDS000047940.26	PDT001451048.1	SAMN30287971	GCA_025658135.1
PDS000047940.26	PDT001451050.1	SAMN30287969	GCA_025658245.1
PDS000047940.26	PDT001451051.1	SAMN30287970	GCA_025658235.1
PDS000047940.26	PDT001451053.1	SAMN30287972	GCA_025658365.1
PDS000047940.26	PDT001451058.1	SAMN30287963	GCA_025658555.1
PDS000047940.26	PDT001451148.1	SAMN30287871	GCA_025662375.1
PDS000047940.26	PDT001475463.1	SAMN31592300	GCA_026071255.1
PDS000047940.26	PDT001475464.1	SAMN31592299	GCA_026071275.1
PDS000047940.26	PDT001475465.1	SAMN31592298	GCA_026071295.1
PDS000047940.26	PDT001475467.1	SAMN31592296	GCA_026071215.1
PDS000047940.26	PDT001475470.1	SAMN31592293	GCA_026071155.1
PDS000047940.26	PDT001476654.1	SAMN31609878	GCA_026046215.1
PDS000047940.26	PDT001476656.1	SAMN31609876	GCA_026046155.1
PDS000047940.26	PDT001476657.1	SAMN31609875	GCA_026046135.1
PDS000047940.26	PDT001480866.1	SAMN31650666	GCA_026059675.1
PDS000047940.26	PDT001481816.1	SAMN30403695	GCA_026014185.1
PDS000047940.26	PDT001488781.1	SAMN31791796	GCA_026249145.1
PDS000047940.26	PDT001600125.1	SAMN33005083	NULL
PDS000047940.26	PDT001636993.1	SAMN33392450	GCA_028762085.1
PDS000047940.26	PDT001679526.1	SAMN34075590	GCA_029598485.1
PDS000047940.26	PDT001706431.1	SAMN34367219	NULL
PDS000047940.26	PDT001706433.1	SAMN34367217	NULL
PDS000063724.6	PDT000753314.1	SAMN14523488	GCA_021704255.1
PDS000063724.6	PDT000753315.1	SAMN14523487	GCA_021704235.1
PDS000063724.6	PDT000753317.1	SAMN14523486	GCA_021704215.1
PDS000063724.6	PDT000753319.1	SAMN14523484	GCA_021704175.1
PDS000063724.6	PDT000753320.1	SAMN14523483	GCA_021704155.1
PDS000063724.6	PDT000753321.1	SAMN14523482	GCA_021704115.1
PDS000063724.6	PDT000753322.1	SAMN14523481	GCA_021704095.1
PDS000063724.6	PDT000753323.1	SAMN14523480	GCA_021704135.1
PDS000063724.6	PDT000753324.1	SAMN14523479	GCA_021704075.1
PDS000063724.6	PDT000753325.1	SAMN14523478	GCA_021703615.1
PDS000063724.6	PDT000753326.1	SAMN14523477	GCA_021703655.1
PDS000063724.6	PDT000753328.1	SAMN14523476	GCA_021703565.1
PDS000063724.6	PDT000753329.1	SAMN14523475	GCA_021703555.1
PDS000063724.6	PDT000753330.1	SAMN14523474	GCA_021703535.1
PDS000063724.6	PDT000753332.1	SAMN14523472	GCA_021703515.1
PDS000063724.6	PDT000753333.1	SAMN14523471	GCA_021703495.1
PDS000063724.6	PDT000753334.1	SAMN14523470	GCA_021701635.1
PDS000063724.6	PDT000753335.1	SAMN14523469	GCA_021701615.1
PDS000063724.6	PDT000753336.1	SAMN14523468	GCA_021701595.1
PDS000063724.6	PDT000753337.1	SAMN14523467	GCA_021701555.1
PDS000063724.6	PDT000753339.1	SAMN14523466	GCA_021701535.1
PDS000063724.6	PDT000753340.1	SAMN14523465	GCA_021701515.1
PDS000063724.6	PDT000753341.1	SAMN14523464	GCA_021701475.1
PDS000063724.6	PDT000753342.1	SAMN14523463	GCA_021701495.1
PDS000063724.6	PDT000753343.1	SAMN14523462	GCA_021701455.1
PDS000063724.6	PDT000753345.1	SAMN14523460	GCA_021701415.1
PDS000063724.6	PDT000753346.1	SAMN14523459	GCA_021701435.1
PDS000063724.6	PDT000753347.1	SAMN14523458	GCA_021701395.1
PDS000063724.6	PDT000753348.1	SAMN14523457	GCA_021701355.1
PDS000063724.6	PDT000753510.1	SAMN14523456	GCA_021696235.1
PDS000063724.6	PDT000753511.1	SAMN14523455	GCA_021696265.1
PDS000063724.6	PDT000753512.1	SAMN14523454	GCA_021696255.1
PDS000063724.6	PDT000753513.1	SAMN14523453	GCA_021696215.1
PDS000063724.6	PDT000753514.1	SAMN14523452	GCA_021696175.1
PDS000063724.6	PDT000753515.1	SAMN14523451	GCA_021696155.1
PDS000063724.6	PDT000753516.1	SAMN14523450	GCA_021696195.1
PDS000063724.6	PDT000753518.1	SAMN14523448	GCA_021696135.1
PDS000063724.6	PDT000753519.1	SAMN14523447	GCA_021696115.1
PDS000063724.6	PDT000753521.1	SAMN14523446	GCA_021696095.1
PDS000063724.6	PDT000753522.1	SAMN14523445	GCA_021696055.1
PDS000063724.6	PDT000753523.1	SAMN14523444	GCA_021696035.1
PDS000063724.6	PDT000753526.1	SAMN14523441	GCA_021696015.1
PDS000063724.6	PDT000754108.1	SAMEA2152463	GCA_021687355.1
PDS000063724.6	PDT000767729.1	SAMEA2591685	NULL
PDS000063724.6	PDT000774117.1	SAMN15183622	GCA_013375815.1
PDS000063724.6	PDT001413273.1	SAMN30618291	GCA_025105785.1
PDS000063724.6	PDT001726169.1	SAMEA110410446	NULL
PDS000063724.6	PDT001737496.1	SAMEA112945996	GCA_950097655.1
PDS000063724.6	PDT001737498.1	SAMEA112945994	GCA_950097835.1
PDS000063724.6	PDT001737502.1	SAMEA112945960	GCA_950097845.1
PDS000063724.6	PDT001737503.1	SAMEA112945993	GCA_950097825.1
PDS000063724.6	PDT001737504.1	SAMEA112945883	GCA_950097645.1
PDS000063724.6	PDT001737505.1	SAMEA112945961	GCA_950097705.1
PDS000063724.6	PDT001737508.1	SAMEA112946004	GCA_950097815.1
PDS000063724.6	PDT001737515.1	SAMEA112945997	GCA_950097945.1
