ipg	ipg_accession	ipg_name	protein
533114829	WP_241526638.1	GES family class A beta-lactamase	WP_241526638.1
468307410	HCF4966921.1	class A beta-lactamase	HCR1431475.1
468307410	HCF4966921.1	class A beta-lactamase	HCF4966921.1
468307410	HCF4966921.1	class A beta-lactamase	HCF4967206.1
468307410	HCF4966921.1	class A beta-lactamase	HCF4999327.1
468307410	HCF4966921.1	class A beta-lactamase	HCF4999872.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EKG7554544.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU2571937.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU2572047.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU2676644.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU2676787.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU2726576.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU2726683.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU3009451.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU3009600.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU3290503.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU3290630.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU3324552.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU3324696.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU3441922.1
518892178	EIU2571937.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU3442050.1
399990069	WP_203062701.1	class A beta-lactamase	HCR1482221.1
543324187	EJC1911026.1	serine hydrolase	EJC1911026.1
542128234	EJA2650375.1	class A beta-lactamase	EJA2650375.1
83197184	WP_047925815.1	class A beta-lactamase	HBP6229069.1
431608946	WP_210983125.1	class D beta-lactamase	WP_210983125.1
519590703	HBO6205966.1	class D beta-lactamase	HBO6205966.1
519528330	EIU5277595.1	serine hydrolase	EKM6455268.1
519528330	EIU5277595.1	serine hydrolase	EIU5277595.1
519528330	EIU5277595.1	serine hydrolase	EIU5310025.1
519528330	EIU5277595.1	serine hydrolase	EIU5316674.1
518480962	EIU1301347.1	serine hydrolase	EIU1301347.1
518480962	EIU1301347.1	serine hydrolase	EIU1356858.1
570497265	WP_256823972.1	VIM family subclass B1 metallo-beta-lactamase	WP_256823972.1
519602340	HBO7267971.1	OXA-1 family class D beta-lactamase	HBO7267971.1
269357	WP_001284653.1	penicillinase repressor BlaI	HCG0933127.1
221516582	WP_165905406.1	class A beta-lactamase	WP_165905406.1
560560855	HCF6397484.1	subclass B1 metallo-beta-lactamase	HCF6397484.1
595291149	NA	NA	EKD5582555.1
518482803	EIU1406166.1	serine hydrolase	EKS1685948.1
518482803	EIU1406166.1	serine hydrolase	EIU1406166.1
518482803	EIU1406166.1	serine hydrolase	EIU1460163.1
518482803	EIU1406166.1	serine hydrolase	EIU1646027.1
518482803	EIU1406166.1	serine hydrolase	EIU3138358.1
518482803	EIU1406166.1	serine hydrolase	EIU3747644.1
518482803	EIU1406166.1	serine hydrolase	EIU3850630.1
518482803	EIU1406166.1	serine hydrolase	EIU4153538.1
518482803	EIU1406166.1	serine hydrolase	EIU4323817.1
518482803	EIU1406166.1	serine hydrolase	EIU4965979.1
518482803	EIU1406166.1	serine hydrolase	EIU5323276.1
518482803	EIU1406166.1	serine hydrolase	EIU5336292.1
518482803	EIU1406166.1	serine hydrolase	EIU5510748.1
518482803	EIU1406166.1	serine hydrolase	EIU5517629.1
518482803	EIU1406166.1	serine hydrolase	EIU5568910.1
518482803	EIU1406166.1	serine hydrolase	EIW4144654.1
518482803	EIU1406166.1	serine hydrolase	EIX1828745.1
518482803	EIU1406166.1	serine hydrolase	EIY2890051.1
518482803	EIU1406166.1	serine hydrolase	EIY9768707.1
518482803	EIU1406166.1	serine hydrolase	EIZ7573214.1
518482803	EIU1406166.1	serine hydrolase	EJG7670858.1
518482803	EIU1406166.1	serine hydrolase	EJG7791740.1
518482803	EIU1406166.1	serine hydrolase	EJG7975457.1
518482803	EIU1406166.1	serine hydrolase	EJP6187218.1
518482803	EIU1406166.1	serine hydrolase	EJU9482725.1
518482803	EIU1406166.1	serine hydrolase	HCF9879485.1
518911791	EIU3044952.1	class A beta-lactamase	EKE4041013.1
518911791	EIU3044952.1	class A beta-lactamase	EIU3044952.1
518911791	EIU3044952.1	class A beta-lactamase	EIU3684168.1
518911791	EIU3044952.1	class A beta-lactamase	EIU5415545.1
519684256	HBP2730986.1	TEM family class A beta-lactamase	HBP2730986.1
519684256	HBP2730986.1	TEM family class A beta-lactamase	HBP2513915.1
519684256	HBP2730986.1	TEM family class A beta-lactamase	HBP2588130.1
519684256	HBP2730986.1	TEM family class A beta-lactamase	HBP2737616.1
519684256	HBP2730986.1	TEM family class A beta-lactamase	HBP2805246.1
518482803	EIU1406166.1	serine hydrolase	EKM6212645.1
468307410	HCF4966921.1	class A beta-lactamase	HCR1430230.1
468307410	HCF4966921.1	class A beta-lactamase	HCF4966921.1
468307410	HCF4966921.1	class A beta-lactamase	HCF4967206.1
468307410	HCF4966921.1	class A beta-lactamase	HCF4999327.1
468307410	HCF4966921.1	class A beta-lactamase	HCF4999872.1
589384692	NA	NA	EKT4627583.1
282881112	WP_155936500.1	MBL fold metallo-hydrolase	WP_155936500.1
518481760	EIU1367781.1	class D beta-lactamase	EKP1150337.1
518481760	EIU1367781.1	class D beta-lactamase	EIU1367781.1
518481760	EIU1367781.1	class D beta-lactamase	EIU1367936.1
518481760	EIU1367781.1	class D beta-lactamase	EIU3344218.1
518481760	EIU1367781.1	class D beta-lactamase	EIU3344447.1
518481760	EIU1367781.1	class D beta-lactamase	EIU3949246.1
518481760	EIU1367781.1	class D beta-lactamase	EIU3949402.1
518481760	EIU1367781.1	class D beta-lactamase	EJN1410403.1
518481760	EIU1367781.1	class D beta-lactamase	EJN1410585.1
518481760	EIU1367781.1	class D beta-lactamase	EJW5406720.1
518481760	EIU1367781.1	class D beta-lactamase	EJW5406928.1
518481760	EIU1367781.1	class D beta-lactamase	EJW8682655.1
518481760	EIU1367781.1	class D beta-lactamase	EJW8682813.1
468307410	HCF4966921.1	class A beta-lactamase	EKJ8204236.1
226042506	WP_126441694.1	OXA-2 family class D beta-lactamase	WP_126441694.1
514786246	WP_239424732.1	VIM family subclass B1 metallo-beta-lactamase	WP_239424732.1
519660238	HBP0502299.1	class D beta-lactamase	HBP0502299.1
580682657	EJV1640055.1	OXA-10 family class D beta-lactamase	EJV1640055.1
589384740	NA	NA	EKT4627430.1
542147945	EJA3251358.1	NDM family subclass B1 metallo-beta-lactamase	EJA3251358.1
476143869	WP_219788192.1	class A beta-lactamase	WP_219788192.1
519684256	HBP2513915.1	TEM family class A beta-lactamase	HBP2513915.1
519684256	HBP2513915.1	TEM family class A beta-lactamase	HBP2588130.1
519684256	HBP2513915.1	TEM family class A beta-lactamase	HBP2730986.1
519684256	HBP2513915.1	TEM family class A beta-lactamase	HBP2737616.1
519684256	HBP2513915.1	TEM family class A beta-lactamase	HBP2805246.1
518513399	EIU1472473.1	serine hydrolase	EIU1472473.1
224968270	AZN03320.1	OXA-10 family class D beta-lactamase	EJY9353575.1
560563658	HCF6792967.1	KPC family carbapenem-hydrolyzing class A beta-lactamase	HCF6792967.1
519603048	HBO7395146.1	NDM family subclass B1 metallo-beta-lactamase	HBO7395146.1
622632610	NA	NA	EKL8567864.1
241839516	WP_134412800.1	OXA-2 family class D beta-lactamase	WP_134412800.1
519598330	HBO7145865.1	OXA-10 family class D beta-lactamase	HBO7145865.1
519598330	HBO7145865.1	OXA-10 family class D beta-lactamase	HBO6761009.1
140746788	WP_079387245.1	OXA-10 family class D beta-lactamase	WP_079387245.1
519769080	HBP4595677.1	class D beta-lactamase	HBP4595677.1
568823466	EJN6430857.1	class D beta-lactamase	EJN6430857.1
429847427	WP_210674822.1	class D beta-lactamase	WP_210674822.1
612654229	WP_270940935.1	PSE family carbenicillin-hydrolyzing class A beta-lactamase	WP_270940935.1
560819803	HCG0371056.1	VEB family class A extended-spectrum beta-lactamase	HCG0371056.1
589384739	WGG88839.1	class A beta-lactamase GES-59	EKA7127877.1
641168329	NA	NA	EKR1115134.1
560185024	HCF3031801.1	MBL fold metallo-hydrolase	HCF3031801.1
519524878	EIU5032451.1	serine hydrolase	EIU5032451.1
519598330	HBO6761009.1	OXA-10 family class D beta-lactamase	HBO6761009.1
519598330	HBO6761009.1	OXA-10 family class D beta-lactamase	HBO7145865.1
616636923	NA	NA	EKK5033523.1
589929049	NA	NA	HCR1690600.1
313605770	WP_251362437.1	penicillin-binding transpeptidase domain-containing protein	HCE8091279.1
270203437	WP_149100969.1	OXA-732 family class D beta-lactamase	WP_149100969.1
399990069	WP_203062701.1	class A beta-lactamase	HCR1502602.1
399990069	WP_203062701.1	class A beta-lactamase	WP_203062701.1
399990069	WP_203062701.1	class A beta-lactamase	EIU4972453.1
399990069	WP_203062701.1	class A beta-lactamase	EIU4972934.1
399990069	WP_203062701.1	class A beta-lactamase	EJA2650211.1
399990069	WP_203062701.1	class A beta-lactamase	EJS3447537.1
399990069	WP_203062701.1	class A beta-lactamase	EJS3447786.1
399990069	WP_203062701.1	class A beta-lactamase	HBO3435268.1
399990069	WP_203062701.1	class A beta-lactamase	HBO3435579.1
399990069	WP_203062701.1	class A beta-lactamase	HBO6968078.1
399990069	WP_203062701.1	class A beta-lactamase	HBO6968201.1
399990069	WP_203062701.1	class A beta-lactamase	HCF1072224.1
399990069	WP_203062701.1	class A beta-lactamase	HCF1072765.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0286754.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0287110.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0442028.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0442533.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0468353.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0468823.1
560506783	HCF5730028.1	class D beta-lactamase	HCF5730028.1
560227198	HCF5171512.1	class D beta-lactamase	HCF5171512.1
518956818	EIU3780451.1	GES family class A beta-lactamase	EIU3780451.1
519615815	HBO6876704.1	serine hydrolase	HBO6876704.1
519615064	HBO7040198.1	CARB/PSE/RTG family carbenicillin-hydrolyzing class A beta-lactamase	HBO7040198.1
580420116	EJU9482784.1	GES family class A beta-lactamase	EJU9482784.1
519614640	HBO7033602.1	class A beta-lactamase	HBO7033602.1
639019586	NA	NA	EKQ2950976.1
580420096	EJU9482787.1	GES family class A beta-lactamase	EJU9482787.1
646298125	NA	NA	EKS3118748.1
189954638	WP_258379435.1	penicillin-binding transpeptidase domain-containing protein	WP_258379435.1
526778767	EIX1817134.1	serine hydrolase	EIX1817134.1
560214416	HCF4900968.1	OXA-1 family class D beta-lactamase	HCF4900968.1
519414944	EJS3447644.1	PME family class A beta-lactamase	HCR1502310.1
519414944	EJS3447644.1	PME family class A beta-lactamase	EJS3447644.1
519414944	EJS3447644.1	PME family class A beta-lactamase	HBO3435329.1
519414944	EJS3447644.1	PME family class A beta-lactamase	HBO3718716.1
519414944	EJS3447644.1	PME family class A beta-lactamase	HCF1072268.1
589384739	WGG88839.1	class A beta-lactamase GES-59	EKA7127699.1
518481760	EIU1367781.1	class D beta-lactamase	EKP1150482.1
518481760	EIU1367781.1	class D beta-lactamase	EIU1367781.1
518481760	EIU1367781.1	class D beta-lactamase	EIU1367936.1
518481760	EIU1367781.1	class D beta-lactamase	EIU3344218.1
518481760	EIU1367781.1	class D beta-lactamase	EIU3344447.1
518481760	EIU1367781.1	class D beta-lactamase	EIU3949246.1
518481760	EIU1367781.1	class D beta-lactamase	EIU3949402.1
518481760	EIU1367781.1	class D beta-lactamase	EJN1410403.1
518481760	EIU1367781.1	class D beta-lactamase	EJN1410585.1
518481760	EIU1367781.1	class D beta-lactamase	EJW5406720.1
518481760	EIU1367781.1	class D beta-lactamase	EJW5406928.1
518481760	EIU1367781.1	class D beta-lactamase	EJW8682655.1
518481760	EIU1367781.1	class D beta-lactamase	EJW8682813.1
414168604	WP_206512083.1	OXA-1 family class D beta-lactamase	WP_206512083.1
519599832	HBO6774882.1	serine hydrolase	HBO6774882.1
519636438	HBO8990141.1	VIM family subclass B1 metallo-beta-lactamase	HBO8990141.1
518482803	EIU1406166.1	serine hydrolase	EKQ9521346.1
518482803	EIU1406166.1	serine hydrolase	EIU1406166.1
518482803	EIU1406166.1	serine hydrolase	EIU1460163.1
518482803	EIU1406166.1	serine hydrolase	EIU1646027.1
518482803	EIU1406166.1	serine hydrolase	EIU3138358.1
518482803	EIU1406166.1	serine hydrolase	EIU3747644.1
518482803	EIU1406166.1	serine hydrolase	EIU3850630.1
518482803	EIU1406166.1	serine hydrolase	EIU4153538.1
518482803	EIU1406166.1	serine hydrolase	EIU4323817.1
518482803	EIU1406166.1	serine hydrolase	EIU4965979.1
518482803	EIU1406166.1	serine hydrolase	EIU5323276.1
518482803	EIU1406166.1	serine hydrolase	EIU5336292.1
518482803	EIU1406166.1	serine hydrolase	EIU5510748.1
518482803	EIU1406166.1	serine hydrolase	EIU5517629.1
518482803	EIU1406166.1	serine hydrolase	EIU5568910.1
518482803	EIU1406166.1	serine hydrolase	EIW4144654.1
518482803	EIU1406166.1	serine hydrolase	EIX1828745.1
518482803	EIU1406166.1	serine hydrolase	EIY2890051.1
518482803	EIU1406166.1	serine hydrolase	EIY9768707.1
518482803	EIU1406166.1	serine hydrolase	EIZ7573214.1
518482803	EIU1406166.1	serine hydrolase	EJG7670858.1
518482803	EIU1406166.1	serine hydrolase	EJG7791740.1
518482803	EIU1406166.1	serine hydrolase	EJG7975457.1
518482803	EIU1406166.1	serine hydrolase	EJP6187218.1
518482803	EIU1406166.1	serine hydrolase	EJU9482725.1
518482803	EIU1406166.1	serine hydrolase	HCF9879485.1
570597754	EJO0096523.1	class D beta-lactamase	EKT0548048.1
570597754	EJO0096523.1	class D beta-lactamase	EJO0096523.1
570597754	EJO0096523.1	class D beta-lactamase	EJO4512273.1
518481760	EIU1367781.1	class D beta-lactamase	EKQ1137688.1
519611284	HBO7223654.1	class A beta-lactamase	HBO7223654.1
294567548	WP_161773303.1	class A beta-lactamase	EKM6466387.1
294567548	WP_161773303.1	class A beta-lactamase	WP_161773303.1
294567548	WP_161773303.1	class A beta-lactamase	EIU5031950.1
294567548	WP_161773303.1	class A beta-lactamase	EIU5032569.1
294567548	WP_161773303.1	class A beta-lactamase	EIU5277401.1
294567548	WP_161773303.1	class A beta-lactamase	EIU5277823.1
294567548	WP_161773303.1	class A beta-lactamase	EIU5290417.1
294567548	WP_161773303.1	class A beta-lactamase	EIU5290817.1
294567548	WP_161773303.1	class A beta-lactamase	EIU5309761.1
294567548	WP_161773303.1	class A beta-lactamase	EIU5310210.1
294567548	WP_161773303.1	class A beta-lactamase	EIU5316462.1
294567548	WP_161773303.1	class A beta-lactamase	EIU5316865.1
641168329	NA	NA	EKR1115136.1
580419631	EJU9618534.1	OXA-10 family class D beta-lactamase	EJU9618534.1
249259286	WP_137461863.1	OXA-1 family class D beta-lactamase	WP_137461863.1
146891522	WP_084852351.1	PSE family carbenicillin-hydrolyzing class A beta-lactamase	WP_084852351.1
380245887	HAT7527105.1	OXA-10 family class D beta-lactamase	EKP5532269.1
380245887	HAT7527105.1	OXA-10 family class D beta-lactamase	HBP6659215.1
380245887	HAT7527105.1	OXA-10 family class D beta-lactamase	HCG0247602.1
380245887	HAT7527105.1	OXA-10 family class D beta-lactamase	HCG0267077.1
380245887	HAT7527105.1	OXA-10 family class D beta-lactamase	HCG0273676.1
380245887	HAT7527105.1	OXA-10 family class D beta-lactamase	HCG0286988.1
380245887	HAT7527105.1	OXA-10 family class D beta-lactamase	HCG0306324.1
380245887	HAT7527105.1	OXA-10 family class D beta-lactamase	HCG0442432.1
519540255	HBO3881849.1	GES family class A beta-lactamase	HBO3881849.1
519529951	EIU5581954.1	DIM/SIM/IMP family subclass B1 metallo-beta-lactamase	EIU5581954.1
529149565	EIY2744223.1	class D beta-lactamase	EIY2744223.1
518482803	EIU1406166.1	serine hydrolase	EKJ5377364.1
518482803	EIU1406166.1	serine hydrolase	EIU1406166.1
518482803	EIU1406166.1	serine hydrolase	EIU1460163.1
518482803	EIU1406166.1	serine hydrolase	EIU1646027.1
518482803	EIU1406166.1	serine hydrolase	EIU3138358.1
518482803	EIU1406166.1	serine hydrolase	EIU3747644.1
518482803	EIU1406166.1	serine hydrolase	EIU3850630.1
518482803	EIU1406166.1	serine hydrolase	EIU4153538.1
518482803	EIU1406166.1	serine hydrolase	EIU4323817.1
518482803	EIU1406166.1	serine hydrolase	EIU4965979.1
518482803	EIU1406166.1	serine hydrolase	EIU5323276.1
518482803	EIU1406166.1	serine hydrolase	EIU5336292.1
518482803	EIU1406166.1	serine hydrolase	EIU5510748.1
518482803	EIU1406166.1	serine hydrolase	EIU5517629.1
518482803	EIU1406166.1	serine hydrolase	EIU5568910.1
518482803	EIU1406166.1	serine hydrolase	EIW4144654.1
518482803	EIU1406166.1	serine hydrolase	EIX1828745.1
518482803	EIU1406166.1	serine hydrolase	EIY2890051.1
518482803	EIU1406166.1	serine hydrolase	EIY9768707.1
518482803	EIU1406166.1	serine hydrolase	EIZ7573214.1
518482803	EIU1406166.1	serine hydrolase	EJG7670858.1
518482803	EIU1406166.1	serine hydrolase	EJG7791740.1
518482803	EIU1406166.1	serine hydrolase	EJG7975457.1
518482803	EIU1406166.1	serine hydrolase	EJP6187218.1
518482803	EIU1406166.1	serine hydrolase	EJU9482725.1
518482803	EIU1406166.1	serine hydrolase	HCF9879485.1
519614530	HBO7000946.1	class D beta-lactamase	HBO7000946.1
615147051	NA	NA	EKJ8649970.1
519514123	EIU4151991.1	GES family class A beta-lactamase	EKQ9523127.1
519514123	EIU4151991.1	GES family class A beta-lactamase	EIU4151991.1
519780705	HBP5461871.1	serine hydrolase	HBP5461871.1
600708237	WP_267235653.1	MBL fold metallo-hydrolase	WP_267235653.1
89571122	AMP48568.1	classA	HCU1983143.1
399990069	WP_203062701.1	class A beta-lactamase	EKP5532578.1
399990069	WP_203062701.1	class A beta-lactamase	WP_203062701.1
399990069	WP_203062701.1	class A beta-lactamase	EIU4972453.1
399990069	WP_203062701.1	class A beta-lactamase	EIU4972934.1
399990069	WP_203062701.1	class A beta-lactamase	EJA2650211.1
399990069	WP_203062701.1	class A beta-lactamase	EJS3447537.1
399990069	WP_203062701.1	class A beta-lactamase	EJS3447786.1
399990069	WP_203062701.1	class A beta-lactamase	HBO3435268.1
399990069	WP_203062701.1	class A beta-lactamase	HBO3435579.1
399990069	WP_203062701.1	class A beta-lactamase	HBO6968078.1
399990069	WP_203062701.1	class A beta-lactamase	HBO6968201.1
399990069	WP_203062701.1	class A beta-lactamase	HCF1072224.1
399990069	WP_203062701.1	class A beta-lactamase	HCF1072765.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0286754.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0287110.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0442028.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0442533.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0468353.1
399990069	WP_203062701.1	class A beta-lactamase	HCG0468823.1
560819325	HCG0260609.1	class A beta-lactamase, subclass A2	HCG0260609.1
508034471	WP_231272025.1	IMP family subclass B1 metallo-beta-lactamase	WP_231272025.1
560820392	HCG0286952.1	PME family class A beta-lactamase	EKP5532240.1
560820392	HCG0286952.1	PME family class A beta-lactamase	HCG0286952.1
560820392	HCG0286952.1	PME family class A beta-lactamase	HCG0468702.1
226055219	WP_126621831.1	OXA-10 family class D beta-lactamase	WP_126621831.1
577451776	HCL3408717.1	class D beta-lactamase	HCL3408717.1
346406514	WP_182375774.1	penicillinase repressor BlaI	WP_182375774.1
4053507	WP_001296671.1	BlaEC family class C beta-lactamase	EIX1982107.1
642987751	NA	NA	HDQ4598340.1
489469914	WP_225007836.1	VEB family extended-spectrum class A beta-lactamase	WP_225007836.1
518911791	EIU3044952.1	class A beta-lactamase	EKJ8204014.1
518911791	EIU3044952.1	class A beta-lactamase	EIU3044952.1
518911791	EIU3044952.1	class A beta-lactamase	EIU3684168.1
